D:\Projects\Datasets\3dsmax\evaluate\Train\interior\GroundTruth\interior max_Perspective.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\interior\Normals\interior max_Perspective_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\interior\Position\interior max_Perspective_D_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110075.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110075.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110075.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110076.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110076.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110076.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110077.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110077.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110077.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110078.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110078.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110078.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110079.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110079.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110079.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110080.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110080.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110080.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110081.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110081.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110081.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110082.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110082.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110082.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110083.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110083.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110083.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110084.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110084.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110084.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110085.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110085.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110085.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110086.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110086.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110086.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110087.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110087.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110087.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110088.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110088.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110088.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110089.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110089.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110089.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110090.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110090.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110090.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110091.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110091.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110091.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110092.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110092.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110092.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110093.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110093.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110093.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110094.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110094.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110094.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110095.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110095.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110095.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110096.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110096.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110096.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110097.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110097.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110097.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110098.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110098.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110098.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110099.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110099.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110099.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110100.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110100.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110100.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110101.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110101.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110101.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110102.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110102.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110102.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110103.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110103.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110103.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View110104.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View110104.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View110104.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120005.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120005.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120005.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120006.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120006.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120006.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120007.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120007.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120007.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120008.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120008.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120008.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120009.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120009.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120009.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120010.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120010.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120010.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120011.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120011.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120011.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120012.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120012.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120012.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120013.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120013.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120013.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120014.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120014.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120014.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120015.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120015.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120015.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120016.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120016.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120016.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120017.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120017.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120017.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120018.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120018.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120018.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120019.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120019.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120019.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120020.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120020.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120020.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120021.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120021.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120021.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120022.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120022.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120022.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120023.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120023.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120023.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120024.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120024.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120024.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120025.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120025.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120025.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120026.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120026.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120026.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120027.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120027.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120027.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120028.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120028.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120028.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120029.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120029.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120029.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120030.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120030.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120030.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120031.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120031.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120031.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120032.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120032.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120032.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120033.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120033.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120033.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120034.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120034.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120034.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120035.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120035.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120035.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120036.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120036.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120036.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120037.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120037.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120037.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120038.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120038.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120038.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120039.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120039.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120039.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120040.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120040.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120040.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120041.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120041.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120041.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120042.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120042.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120042.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120043.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120043.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120043.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120044.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120044.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120044.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120045.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120045.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120045.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120046.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120046.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120046.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120047.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120047.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120047.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120048.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120048.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120048.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120049.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120049.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120049.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120050.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120050.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120050.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120051.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120051.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120051.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120052.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120052.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120052.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120053.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120053.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120053.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120054.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120054.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120054.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\GroundTruth\scene_18_Perspective_View120055.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Normals\scene_18_Perspective_normal_View120055.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene18\Position\scene_18_Perspective_VRaySamplerInfo_View120055.exr
